Starting BFS (two pass, full exploration) on 8 x 8 maze
Step: 77 | Position: (2,5) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 62
Step: 78 | Position: (3,5) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 62
Step: 79 | Position: (3,4) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 62
Step: 80 | Position: (2,4) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 62
Step: 81 | Position: (2,3) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 62
Step: 82 | Position: (3,3) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 62
Step: 83 | Position: (3,2) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 62
Step: 84 | Position: (2,2) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 62
Step: 85 | Position: (2,1) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 62
Step: 86 | Position: (1,1) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 62
Step: 87 | Position: (1,0) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 62
Step: 88 | Position: (2,0) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 62
Step: 89 | Position: (3,0) | Action: FORWARD | Unique cells visited: 62
Step: 90 | Position: (4,0) | Action: FORWARD | Unique cells visited: 62
Step: 91 | Position: (5,0) | Action: FORWARD | Unique cells visited: 62
Step: 92 | Position: (6,0) | Action: FORWARD | Unique cells visited: 62
Step: 93 | Position: (6,1) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 62
Step: 94 | Position: (5,1) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 62
Step: 95 | Position: (5,2) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 62
Step: 96 | Position: (6,2) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 62
Step: 97 | Position: (7,2) | Action: FORWARD | Unique cells visited: 62
Step: 98 | Position: (7,3) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 62
Step: 99 | Position: (6,3) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 62
Step: 100 | Position: (5,3) | Action: FORWARD | Unique cells visited: 62
Step: 101 | Position: (5,4) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 62
Step: 102 | Position: (6,4) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 62
Step: 103 | Position: (6,5) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 62
Step: 104 | Position: (6,6) | Action: FORWARD | Unique cells visited: 62
Step: 105 | Position: (7,6) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 62
Step: 106 | Position: (7,7) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 62
Step: 107 | Position: (6,7) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 62
Step: 108 | Position: (5,7) | Action: FORWARD | Unique cells visited: 62
Step: 109 | Position: (4,7) | Action: FORWARD | Unique cells visited: 62
Step: 110 | Position: (3,7) | Action: FORWARD | Unique cells visited: 62
Step: 111 | Position: (2,7) | Action: FORWARD | Unique cells visited: 62
Step: 112 | Position: (1,7) | Action: FORWARD | Unique cells visited: 62
Step: 113 | Position: (0,7) | Action: FORWARD | Unique cells visited: 62
Step: 114 | Position: (0,6) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 62
Step: 115 | Position: (0,5) | Action: FORWARD | Unique cells visited: 62
Step: 116 | Position: (0,4) | Action: FORWARD | Unique cells visited: 63
Step: 117 | Position: (0,3) | Action: FORWARD | Unique cells visited: 64
Step: 118 | Position: (0,4) | Action: TURN_AROUND_AND_FORWARD | Unique cells visited: 64
Phase: returning home
Step: 119 | Position: (0,5) | Action: FORWARD | Unique cells visited: 64
Step: 120 | Position: (1,5) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 64
Step: 121 | Position: (1,4) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 64
Step: 122 | Position: (1,3) | Action: FORWARD | Unique cells visited: 64
Step: 123 | Position: (1,2) | Action: FORWARD | Unique cells visited: 64
Step: 124 | Position: (0,2) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 64
Step: 125 | Position: (0,1) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 64
Step: 126 | Position: (0,0) | Action: FORWARD | Unique cells visited: 64
Phase: final shortest run
Step: 127 | Position: (0,1) | Action: TURN_AROUND_AND_FORWARD | Unique cells visited: 64
Step: 128 | Position: (0,2) | Action: FORWARD | Unique cells visited: 64
Step: 129 | Position: (1,2) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 64
Step: 130 | Position: (1,3) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 64
Step: 131 | Position: (1,4) | Action: FORWARD | Unique cells visited: 64
Step: 132 | Position: (1,5) | Action: FORWARD | Unique cells visited: 64
Step: 133 | Position: (0,5) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 64
Step: 134 | Position: (0,6) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 64
Step: 135 | Position: (0,7) | Action: FORWARD | Unique cells visited: 64
Step: 136 | Position: (1,7) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 64
Step: 137 | Position: (2,7) | Action: FORWARD | Unique cells visited: 64
Step: 138 | Position: (3,7) | Action: FORWARD | Unique cells visited: 64
Step: 139 | Position: (4,7) | Action: FORWARD | Unique cells visited: 64
Step: 140 | Position: (5,7) | Action: FORWARD | Unique cells visited: 64
Step: 141 | Position: (6,7) | Action: FORWARD | Unique cells visited: 64
Step: 142 | Position: (7,7) | Action: FORWARD | Unique cells visited: 64
Step: 143 | Position: (7,6) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 64
Step: 144 | Position: (6,6) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 64
Step: 145 | Position: (6,5) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 64
Step: 146 | Position: (6,4) | Action: FORWARD | Unique cells visited: 64
Step: 147 | Position: (5,4) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 64
Step: 148 | Position: (5,3) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 64
Step: 149 | Position: (6,3) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 64
Step: 150 | Position: (7,3) | Action: FORWARD | Unique cells visited: 64
Step: 151 | Position: (7,2) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 64
Step: 152 | Position: (6,2) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 64
Step: 153 | Position: (5,2) | Action: FORWARD | Unique cells visited: 64
Step: 154 | Position: (5,1) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 64
Step: 155 | Position: (6,1) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 64
Step: 156 | Position: (6,0) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 64
Step: 157 | Position: (5,0) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 64
Step: 158 | Position: (4,0) | Action: FORWARD | Unique cells visited: 64
Step: 159 | Position: (3,0) | Action: FORWARD | Unique cells visited: 64
Step: 160 | Position: (2,0) | Action: FORWARD | Unique cells visited: 64
Step: 161 | Position: (1,0) | Action: FORWARD | Unique cells visited: 64
Step: 162 | Position: (1,1) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 64
Step: 163 | Position: (2,1) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 64
Step: 164 | Position: (2,2) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 64
Step: 165 | Position: (3,2) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 64
Step: 166 | Position: (3,3) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 64
Phase: done
Solved: final shortest run stopped in the center
Summary: steps=166, turns=104, unique cells=64, total entries=167, elapsed=4818 ms, final=(3,3)

--- SUMMARY ---
Algorithm: BFS
Maze size: 8 x 8
Goal reached: yes
Moves: 166
Turns: 104
Unique cells visited: 64
Total cell entries: 167
Final position: (3,3)
Elapsed ms: 4818

--- Visit-count matrix (for heatmap; row = y, printed top->bottom) ---
3 3 3 3 3 3 3 3 
3 1 3 2 2 1 3 3 
4 3 2 2 3 2 3 1 
2 3 2 2 2 3 3 2 
1 3 2 3 2 3 3 4 
3 3 3 3 2 3 3 3 
3 3 3 1 2 3 3 1 
2 3 3 3 3 3 4 2 
