Starting BFS (two pass, full exploration) on 8 x 8 maze
Step: 1 | Position: (0,1) | Action: FORWARD | Unique cells visited: 2
Step: 2 | Position: (0,2) | Action: FORWARD | Unique cells visited: 3
Step: 3 | Position: (1,2) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 4
Step: 4 | Position: (1,3) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 5
Step: 5 | Position: (1,4) | Action: FORWARD | Unique cells visited: 6
Step: 6 | Position: (1,5) | Action: FORWARD | Unique cells visited: 7
Step: 7 | Position: (0,5) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 8
Step: 8 | Position: (0,6) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 9
Step: 9 | Position: (0,7) | Action: FORWARD | Unique cells visited: 10
Step: 10 | Position: (1,7) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 11
Step: 11 | Position: (2,7) | Action: FORWARD | Unique cells visited: 12
Step: 12 | Position: (3,7) | Action: FORWARD | Unique cells visited: 13
Step: 13 | Position: (4,7) | Action: FORWARD | Unique cells visited: 14
Step: 14 | Position: (5,7) | Action: FORWARD | Unique cells visited: 15
Step: 15 | Position: (6,7) | Action: FORWARD | Unique cells visited: 16
Step: 16 | Position: (7,7) | Action: FORWARD | Unique cells visited: 17
Step: 17 | Position: (7,6) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 18
Step: 18 | Position: (6,6) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 19
Step: 19 | Position: (6,5) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 20
Step: 20 | Position: (6,4) | Action: FORWARD | Unique cells visited: 21
Step: 21 | Position: (5,4) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 22
Step: 22 | Position: (5,3) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 23
Step: 23 | Position: (6,3) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 24
Step: 24 | Position: (7,3) | Action: FORWARD | Unique cells visited: 25
Step: 25 | Position: (7,4) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 26
Step: 26 | Position: (7,5) | Action: FORWARD | Unique cells visited: 27
Step: 27 | Position: (7,4) | Action: TURN_AROUND_AND_FORWARD | Unique cells visited: 27
Step: 28 | Position: (7,3) | Action: FORWARD | Unique cells visited: 27
Step: 29 | Position: (7,2) | Action: FORWARD | Unique cells visited: 28
Step: 30 | Position: (6,2) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 29
Step: 31 | Position: (5,2) | Action: FORWARD | Unique cells visited: 30
Step: 32 | Position: (5,1) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 31
Step: 33 | Position: (6,1) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 32
Step: 34 | Position: (6,0) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 33
Step: 35 | Position: (7,0) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 34
Step: 36 | Position: (7,1) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 35
Step: 37 | Position: (7,0) | Action: TURN_AROUND_AND_FORWARD | Unique cells visited: 35
Step: 38 | Position: (6,0) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 35
Step: 39 | Position: (5,0) | Action: FORWARD | Unique cells visited: 36
Step: 40 | Position: (4,0) | Action: FORWARD | Unique cells visited: 37
Step: 41 | Position: (3,0) | Action: FORWARD | Unique cells visited: 38
Step: 42 | Position: (2,0) | Action: FORWARD | Unique cells visited: 39
Step: 43 | Position: (1,0) | Action: FORWARD | Unique cells visited: 40
Step: 44 | Position: (1,1) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 41
Step: 45 | Position: (2,1) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 42
Step: 46 | Position: (2,2) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 43
Step: 47 | Position: (3,2) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 44
Step: 48 | Position: (3,3) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 45
Center discovered at step 48; continuing the learning pass
Step: 49 | Position: (2,3) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 46
Step: 50 | Position: (2,4) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 47
Step: 51 | Position: (3,4) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 48
Step: 52 | Position: (3,5) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 49
Step: 53 | Position: (2,5) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 50
Step: 54 | Position: (2,6) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 51
Step: 55 | Position: (3,6) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 52
Step: 56 | Position: (4,6) | Action: FORWARD | Unique cells visited: 53
Step: 57 | Position: (4,5) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 54
Step: 58 | Position: (5,5) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 55
Step: 59 | Position: (5,6) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 56
Step: 60 | Position: (5,5) | Action: TURN_AROUND_AND_FORWARD | Unique cells visited: 56
Step: 61 | Position: (4,5) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 56
Step: 62 | Position: (4,4) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 57
Step: 63 | Position: (4,3) | Action: FORWARD | Unique cells visited: 58
Step: 64 | Position: (4,2) | Action: FORWARD | Unique cells visited: 59
Step: 65 | Position: (4,1) | Action: FORWARD | Unique cells visited: 60
Step: 66 | Position: (3,1) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 61
Step: 67 | Position: (4,1) | Action: TURN_AROUND_AND_FORWARD | Unique cells visited: 61
Step: 68 | Position: (4,2) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 61
Step: 69 | Position: (4,3) | Action: FORWARD | Unique cells visited: 61
Step: 70 | Position: (4,4) | Action: FORWARD | Unique cells visited: 61
Step: 71 | Position: (4,5) | Action: FORWARD | Unique cells visited: 61
Step: 72 | Position: (4,6) | Action: FORWARD | Unique cells visited: 61
Step: 73 | Position: (3,6) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 61
Step: 74 | Position: (2,6) | Action: FORWARD | Unique cells visited: 61
Step: 75 | Position: (1,6) | Action: FORWARD | Unique cells visited: 62
Step: 76 | Position: (2,6) | Action: TURN_AROUND_AND_FORWARD | Unique cells visited: 62
