Starting BFS (two pass, full exploration) on 16 x 16 maze
Step: 192 | Position: (5,7) | Action: FORWARD | Unique cells visited: 168
Step: 193 | Position: (4,7) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 169
Step: 194 | Position: (3,7) | Action: FORWARD | Unique cells visited: 170
Step: 195 | Position: (2,7) | Action: FORWARD | Unique cells visited: 171
Step: 196 | Position: (2,6) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 172
Step: 197 | Position: (3,6) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 173
Step: 198 | Position: (4,6) | Action: FORWARD | Unique cells visited: 174
Step: 199 | Position: (4,5) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 175
Step: 200 | Position: (4,4) | Action: FORWARD | Unique cells visited: 176
Step: 201 | Position: (4,3) | Action: FORWARD | Unique cells visited: 177
Step: 202 | Position: (4,2) | Action: FORWARD | Unique cells visited: 178
Step: 203 | Position: (4,1) | Action: FORWARD | Unique cells visited: 179
Step: 204 | Position: (5,1) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 180
Step: 205 | Position: (6,1) | Action: FORWARD | Unique cells visited: 181
Step: 206 | Position: (7,1) | Action: FORWARD | Unique cells visited: 182
Step: 207 | Position: (8,1) | Action: FORWARD | Unique cells visited: 183
Step: 208 | Position: (9,1) | Action: FORWARD | Unique cells visited: 184
Step: 209 | Position: (10,1) | Action: FORWARD | Unique cells visited: 185
Step: 210 | Position: (11,1) | Action: FORWARD | Unique cells visited: 186
Step: 211 | Position: (12,1) | Action: FORWARD | Unique cells visited: 187
Step: 212 | Position: (13,1) | Action: FORWARD | Unique cells visited: 188
Step: 213 | Position: (14,1) | Action: FORWARD | Unique cells visited: 189
Step: 214 | Position: (15,1) | Action: FORWARD | Unique cells visited: 190
Step: 215 | Position: (15,0) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 191
Step: 216 | Position: (14,0) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 192
Step: 217 | Position: (13,0) | Action: FORWARD | Unique cells visited: 193
Step: 218 | Position: (12,0) | Action: FORWARD | Unique cells visited: 194
Step: 219 | Position: (11,0) | Action: FORWARD | Unique cells visited: 195
Step: 220 | Position: (10,0) | Action: FORWARD | Unique cells visited: 196
Step: 221 | Position: (9,0) | Action: FORWARD | Unique cells visited: 197
Step: 222 | Position: (8,0) | Action: FORWARD | Unique cells visited: 198
Step: 223 | Position: (7,0) | Action: FORWARD | Unique cells visited: 199
Step: 224 | Position: (6,0) | Action: FORWARD | Unique cells visited: 200
Step: 225 | Position: (5,0) | Action: FORWARD | Unique cells visited: 201
Step: 226 | Position: (4,0) | Action: FORWARD | Unique cells visited: 202
Step: 227 | Position: (3,0) | Action: FORWARD | Unique cells visited: 203
Step: 228 | Position: (3,1) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 204
Step: 229 | Position: (3,2) | Action: FORWARD | Unique cells visited: 205
Step: 230 | Position: (3,3) | Action: FORWARD | Unique cells visited: 206
Step: 231 | Position: (3,4) | Action: FORWARD | Unique cells visited: 207
Step: 232 | Position: (3,5) | Action: FORWARD | Unique cells visited: 208
Step: 233 | Position: (2,5) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 209
Step: 234 | Position: (1,5) | Action: FORWARD | Unique cells visited: 210
Step: 235 | Position: (0,5) | Action: FORWARD | Unique cells visited: 210
Step: 236 | Position: (0,4) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 210
Step: 237 | Position: (1,4) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 211
Step: 238 | Position: (2,4) | Action: FORWARD | Unique cells visited: 212
Step: 239 | Position: (2,3) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 213
Step: 240 | Position: (2,2) | Action: FORWARD | Unique cells visited: 214
Step: 241 | Position: (2,1) | Action: FORWARD | Unique cells visited: 215
Step: 242 | Position: (2,0) | Action: FORWARD | Unique cells visited: 216
Step: 243 | Position: (2,1) | Action: TURN_AROUND_AND_FORWARD | Unique cells visited: 216
Step: 244 | Position: (2,2) | Action: FORWARD | Unique cells visited: 216
Step: 245 | Position: (1,2) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 216
Step: 246 | Position: (1,1) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 217
Step: 247 | Position: (1,0) | Action: FORWARD | Unique cells visited: 218
Step: 248 | Position: (1,1) | Action: TURN_AROUND_AND_FORWARD | Unique cells visited: 218
Step: 249 | Position: (1,2) | Action: FORWARD | Unique cells visited: 218
Step: 250 | Position: (1,3) | Action: FORWARD | Unique cells visited: 218
Step: 251 | Position: (0,3) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 218
Step: 252 | Position: (0,4) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 218
Step: 253 | Position: (0,5) | Action: FORWARD | Unique cells visited: 218
Step: 254 | Position: (0,6) | Action: FORWARD | Unique cells visited: 218
Step: 255 | Position: (0,7) | Action: FORWARD | Unique cells visited: 218
Step: 256 | Position: (0,8) | Action: FORWARD | Unique cells visited: 218
Step: 257 | Position: (0,9) | Action: FORWARD | Unique cells visited: 218
Step: 258 | Position: (0,10) | Action: FORWARD | Unique cells visited: 218
Step: 259 | Position: (1,10) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 219
Step: 260 | Position: (2,10) | Action: FORWARD | Unique cells visited: 220
Step: 261 | Position: (3,10) | Action: FORWARD | Unique cells visited: 221
Step: 262 | Position: (3,11) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 222
Step: 263 | Position: (3,12) | Action: FORWARD | Unique cells visited: 223
Step: 264 | Position: (3,13) | Action: FORWARD | Unique cells visited: 224
Step: 265 | Position: (3,14) | Action: FORWARD | Unique cells visited: 224
Step: 266 | Position: (2,14) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 224
Step: 267 | Position: (2,13) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 224
Step: 268 | Position: (2,12) | Action: FORWARD | Unique cells visited: 225
Step: 269 | Position: (2,11) | Action: FORWARD | Unique cells visited: 226
Step: 270 | Position: (1,11) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 227
Step: 271 | Position: (2,11) | Action: TURN_AROUND_AND_FORWARD | Unique cells visited: 227
Step: 272 | Position: (2,12) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 227
Step: 273 | Position: (2,13) | Action: FORWARD | Unique cells visited: 227
Step: 274 | Position: (1,13) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 227
Step: 275 | Position: (0,13) | Action: FORWARD | Unique cells visited: 228
Step: 276 | Position: (0,14) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 229
Step: 277 | Position: (0,15) | Action: FORWARD | Unique cells visited: 230
Step: 278 | Position: (0,14) | Action: TURN_AROUND_AND_FORWARD | Unique cells visited: 230
Step: 279 | Position: (0,13) | Action: FORWARD | Unique cells visited: 230
Step: 280 | Position: (1,13) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 230
Step: 281 | Position: (2,13) | Action: FORWARD | Unique cells visited: 230
Step: 282 | Position: (2,14) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 230
Step: 283 | Position: (3,14) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 230
Step: 284 | Position: (3,15) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 230
Step: 285 | Position: (4,15) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 230
Step: 286 | Position: (5,15) | Action: FORWARD | Unique cells visited: 230
Step: 287 | Position: (6,15) | Action: FORWARD | Unique cells visited: 230
Step: 288 | Position: (7,15) | Action: FORWARD | Unique cells visited: 230
Step: 289 | Position: (8,15) | Action: FORWARD | Unique cells visited: 230
Step: 290 | Position: (9,15) | Action: FORWARD | Unique cells visited: 230
Step: 291 | Position: (10,15) | Action: FORWARD | Unique cells visited: 230
Step: 292 | Position: (11,15) | Action: FORWARD | Unique cells visited: 230
Step: 293 | Position: (12,15) | Action: FORWARD | Unique cells visited: 230
Step: 294 | Position: (13,15) | Action: FORWARD | Unique cells visited: 230
Step: 295 | Position: (14,15) | Action: FORWARD | Unique cells visited: 230
Step: 296 | Position: (15,15) | Action: FORWARD | Unique cells visited: 230
Step: 297 | Position: (15,14) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 230
Step: 298 | Position: (14,14) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 230
Step: 299 | Position: (13,14) | Action: FORWARD | Unique cells visited: 230
Step: 300 | Position: (12,14) | Action: FORWARD | Unique cells visited: 230
Step: 301 | Position: (11,14) | Action: FORWARD | Unique cells visited: 230
Step: 302 | Position: (10,14) | Action: FORWARD | Unique cells visited: 230
Step: 303 | Position: (9,14) | Action: FORWARD | Unique cells visited: 230
Step: 304 | Position: (8,14) | Action: FORWARD | Unique cells visited: 230
Step: 305 | Position: (7,14) | Action: FORWARD | Unique cells visited: 230
Step: 306 | Position: (6,14) | Action: FORWARD | Unique cells visited: 230
Step: 307 | Position: (5,14) | Action: FORWARD | Unique cells visited: 230
Step: 308 | Position: (4,14) | Action: FORWARD | Unique cells visited: 230
Step: 309 | Position: (4,13) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 230
Step: 310 | Position: (4,12) | Action: FORWARD | Unique cells visited: 230
Step: 311 | Position: (4,11) | Action: FORWARD | Unique cells visited: 230
Step: 312 | Position: (4,10) | Action: FORWARD | Unique cells visited: 230
Step: 313 | Position: (4,9) | Action: FORWARD | Unique cells visited: 230
Step: 314 | Position: (3,9) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 230
Step: 315 | Position: (2,9) | Action: FORWARD | Unique cells visited: 230
Step: 316 | Position: (1,9) | Action: FORWARD | Unique cells visited: 230
Step: 317 | Position: (1,8) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 230
