Starting BFS (two pass, full exploration) on 16 x 16 maze
Step: 255 | Position: (14,5) | Action: TURN_AROUND_AND_FORWARD | Unique cells visited: 212
Step: 256 | Position: (15,5) | Action: FORWARD | Unique cells visited: 212
Step: 257 | Position: (15,6) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 212
Step: 258 | Position: (15,7) | Action: FORWARD | Unique cells visited: 212
Step: 259 | Position: (14,7) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 212
Step: 260 | Position: (13,7) | Action: FORWARD | Unique cells visited: 213
Step: 261 | Position: (12,7) | Action: FORWARD | Unique cells visited: 214
Step: 262 | Position: (12,8) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 215
Step: 263 | Position: (12,9) | Action: FORWARD | Unique cells visited: 216
Step: 264 | Position: (13,9) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 217
Step: 265 | Position: (14,9) | Action: FORWARD | Unique cells visited: 218
Step: 266 | Position: (14,10) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 219
Step: 267 | Position: (13,10) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 220
Step: 268 | Position: (12,10) | Action: FORWARD | Unique cells visited: 221
Step: 269 | Position: (13,10) | Action: TURN_AROUND_AND_FORWARD | Unique cells visited: 221
Step: 270 | Position: (14,10) | Action: FORWARD | Unique cells visited: 221
Step: 271 | Position: (14,9) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 221
Step: 272 | Position: (13,9) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 221
Step: 273 | Position: (12,9) | Action: FORWARD | Unique cells visited: 221
Step: 274 | Position: (12,8) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 221
Step: 275 | Position: (13,8) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 222
Step: 276 | Position: (14,8) | Action: FORWARD | Unique cells visited: 223
Step: 277 | Position: (15,8) | Action: FORWARD | Unique cells visited: 224
Step: 278 | Position: (15,9) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 225
Step: 279 | Position: (15,10) | Action: FORWARD | Unique cells visited: 226
Step: 280 | Position: (15,11) | Action: FORWARD | Unique cells visited: 227
Step: 281 | Position: (15,12) | Action: FORWARD | Unique cells visited: 228
Step: 282 | Position: (14,12) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 229
Step: 283 | Position: (14,13) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 230
Step: 284 | Position: (14,14) | Action: FORWARD | Unique cells visited: 231
Step: 285 | Position: (14,15) | Action: FORWARD | Unique cells visited: 232
Step: 286 | Position: (15,15) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 233
Step: 287 | Position: (15,14) | Action: TURN_RIGHT_AND_FORWARD | Unique cells visited: 234
Step: 288 | Position: (15,13) | Action: FORWARD | Unique cells visited: 235
Step: 289 | Position: (15,14) | Action: TURN_AROUND_AND_FORWARD | Unique cells visited: 235
Step: 290 | Position: (15,15) | Action: FORWARD | Unique cells visited: 235
Step: 291 | Position: (14,15) | Action: TURN_LEFT_AND_FORWARD | Unique cells visited: 235
Step: 292 | Position: (13,15) | Action: FORWARD | Unique cells visited: 236
Step: 293 | Position: (12,15) | Action: FORWARD | Unique cells visited: 237
